rowid,inputstate,res_division,votereg,birthyr,age5,CHOICE20_1,CHOICE20_2,CHOICE20_3,CHOICE20_4,CHOICE20_5,CHOICE20_6,CHOICE20_7,CHOICE20_8,CHOICE20_9,CHOICE20_10,CHOICE20_11,CHOICE20_12,CHOICE20_13,CHOICE20_14,CHOICE20_15,CHOICE20_16,CHOICE20_17,CHOICE20_18,CHOICE20_19,CHOICE20_20,CHOICE20_21,CHOICE20_22,CHOICE20_23,CHOICE20_24,CHOICE20_25,CHOICE20_26,CHOICE20_27,RANK20_1,RANK20_2,RANK20_3,RANK20_4,RANK20_5,RANK20_6,RANK20_7,RANK20_8,RANK20_9,RANK20_10,RANK20_11,RANK20_12,RANK20_13,RANK20_14,RANK20_15,RANK20_16,RANK20_17,RANK20_18,RANK20_19,RANK20_20,RANK20_21,RANK20_22,RANK20_23,RANK20_24,RANK20_25,RANK20_26,ANTICHOICE20_1,ANTICHOICE20_2,ANTICHOICE20_3,ANTICHOICE20_4,ANTICHOICE20_5,ANTICHOICE20_6,ANTICHOICE20_7,ANTICHOICE20_8,ANTICHOICE20_9,ANTICHOICE20_10,ANTICHOICE20_11,ANTICHOICE20_12,ANTICHOICE20_13,ANTICHOICE20_14,ANTICHOICE20_15,ANTICHOICE20_16,ANTICHOICE20_17,ANTICHOICE20_18,ANTICHOICE20_19,ANTICHOICE20_20,ANTICHOICE20_21,ANTICHOICE20_22,ANTICHOICE20_23,ANTICHOICE20_24,ANTICHOICE20_25,ANTICHOICE20_26,ANTICHOICE20_27,ANTIGEN20_1_resp,ANTIGEN20_2_resp,ANTIGEN20_3_resp,ANTIGEN20_4_resp,ANTIGEN20_5_resp,ANTIGEN20_6_resp,ANTIGEN20_7_resp,ANTIGEN20_8_resp,ANTIGEN20_9_resp,ANTIGEN20_10_resp,ANTIGEN20_11_resp,ANTIGEN20_12_resp,ANTIGEN20_13_resp,ANTIGEN20_14_resp,ANTIGEN20_15_resp,ANTIGEN20_16_resp,ANTIGEN20_17_resp,ANTIGEN20_18_resp,ANTIGEN20_19_resp,ANTIGEN20_20_resp,ANTIGEN20_21_resp,ANTIGEN20_22_resp,ANTIGEN20_23_resp,ANTIGEN20_24_resp,ANTIGEN20_25_resp,ANTIGEN20_26_resp,cand_allocator_col_1,cand_allocator_wom_1,cand_allocator_yng_1,cand_allocator_m4a_1,cand_allocator_abt_1,cand_allocator_ira_1,cand_allocator_rep_1,cand_allocator_fp_1,cand_allocator_exp_1,cand_allocator_leg_1,cand_allocator_ice_1,cand_allocator_env_1,cand_allocator_min_1,cand_allocator_rur_1,cand_allocator_tax_1,cand_allocator_cha_1,cand_allocator_con_1,djtelect,app_dtrmp,turnout16,presvote16post,presvote16post_t,turnout18post,housevote18post,housevote18post_t,pid3,pid3_t,pid7,pid3_condensed,ideo5,ideo3,pp18_polactions_1,pp18_polactions_2,pp18_polactions_3,pp18_polactions_4,pp18_polactions_5,pp18_polactions_6,pp18_polactions_7,pp18_polactions_8,pp18_polactions_t,state_election_type,primaryvote,partyvote,gender,educ,educ4,educ2,race,race_t,race4,race3,race2,hispanic,anychild,child18,marstat,urbancity,urbancity_t,faminc_new,employ,job,union_combined_1,union_combined_5,union_combined_2,union_combined_6,union_combined_3,union_combined_4,newsint,religpew,religpew_t,pew_bornagain,pew_churatd,faminc5,weight
955,4,8,1,1987,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,7,__NA__,1,1,__NA__,1,__NA__,2,1,6,2,2,2,2,2,2,2,2,1,__NA__,2,2,3,2,1,1,1,3,__NA__,3,3,2,1,1,1,1,1,__NA__,3,1,__NA__,2,2,2,2,1,2,7,2,__NA__,2,7,1,0.3147
956,42,2,1,1991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,5,3,2,2,2,2,2,2,2,1,__NA__,2,1,2,2,5,3,2,1,__NA__,1,1,1,2,2,2,1,2,__NA__,8,1,__NA__,2,2,1,2,2,2,3,10,__NA__,2,6,3,0.5854
957,36,2,1,1944,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,4,3,2,2,2,2,2,2,2,1,__NA__,2,5,1,2,2,1,1,3,__NA__,3,3,2,1,1,2,6,4,__NA__,4,5,__NA__,2,2,2,2,1,2,3,1,__NA__,1,5,2,1.8485
958,12,5,1,1946,5,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,,1,,,5,,,,,,,,,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,3,9,8,20,22,0,0,0,0,0,0,21,10,0,7,0,0,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,1,1,2,2,2,2,1,2,2,2,__NA__,2,1,1,2,5,3,2,2,__NA__,2,2,2,2,1,2,3,1,__NA__,3,5,__NA__,2,2,2,2,1,2,1,1,__NA__,2,5,1,0.4146
959,13,5,1,1947,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,12,10,0,7,0,0,10,6,0,0,0,7,15,0,10,0,23,2,3,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,3,2,2,2,2,2,2,2,2,1,__NA__,2,1,1,2,2,1,1,2,__NA__,2,2,2,2,1,2,3,2,__NA__,5,5,__NA__,2,1,2,2,2,2,2,1,__NA__,1,5,2,1.0387
960,20,4,1,1985,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,7,__NA__,1,1,__NA__,3,__NA__,3,3,2,1,2,2,1,2,2,2,2,2,__NA__,1,4,1,1,2,1,1,1,__NA__,1,1,1,2,2,2,5,1,__NA__,4,4,__NA__,2,2,2,2,1,2,1,10,__NA__,2,6,2,0.7692
961,36,2,1,1984,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,__NA__,2,,__NA__,2,__NA__,6,2,1,1,2,2,2,1,2,2,2,2,__NA__,2,3,2,1,1,1,1,3,__NA__,3,3,2,1,1,1,1,1,__NA__,16,4,__NA__,1,2,2,2,2,2,1,1,__NA__,1,1,5,0.3302
962,37,5,1,1994,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,,,,1,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,,1,,,,,,1,,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,11,24,0,0,0,0,17,8,2,2,0,4,0,8,6,6,12,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,2,1,2,1,2,2,2,2,1,2,2,2,__NA__,2,1,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,1,1,__NA__,10,1,__NA__,2,2,2,2,1,2,1,1,__NA__,2,2,4,0.5591
963,4,8,1,1974,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,6,Alice Cooper,1,3,__NA__,3,__NA__,4,3,3,2,2,2,2,1,2,2,2,2,__NA__,2,2,3,1,2,1,1,1,__NA__,1,1,1,2,2,2,5,2,__NA__,3,2,__NA__,2,2,2,2,1,2,3,11,__NA__,,5,1,0.6944
964,12,5,1,1982,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,,,8,1,,,10,4,,,5,,,3,6,,,7,,9,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,,,,,,1,,,,,,1,3,2,,,1,2,,1,,3,,1,,,10,6,7,6,7,8,4,4,7,6,4,6,5,4,4,6,6,1,2,1,4,__NA__,1,1,__NA__,1,__NA__,1,1,4,3,2,2,2,1,2,1,2,2,__NA__,2,2,1,1,5,3,2,1,__NA__,1,1,1,1,1,1,1,1,__NA__,11,1,__NA__,1,2,2,2,2,2,1,2,__NA__,1,3,4,0.5357
965,26,3,1,1974,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,2,,__NA__,2,__NA__,7,2,3,2,1,2,2,2,2,2,2,2,__NA__,2,2,2,1,2,1,1,1,__NA__,1,1,1,2,1,1,1,1,__NA__,11,1,__NA__,2,2,2,2,1,2,1,2,__NA__,,4,4,1.5548
966,20,4,1,1991,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,,,,,1,,,,,,,,,2,,,,,,,,,,,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,,,1,1,1,1,,1,1,1,,,1,1,1,,1,1,1,,,1,1,1,1,1,0,0,16,19,19,8,0,3,2,0,0,13,8,0,0,5,7,2,4,2,7,__NA__,1,1,__NA__,1,__NA__,1,1,1,1,2,2,2,2,1,1,2,2,__NA__,1,2,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,1,2,__NA__,12,1,__NA__,2,2,2,2,1,2,2,9,__NA__,2,6,5,0.5419
967,48,7,1,1976,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,__NA__,2,,__NA__,4,I'm in the middle,5,3,3,2,2,2,2,2,1,2,2,2,__NA__,2,2,2,1,2,1,1,1,__NA__,1,1,1,2,1,2,3,2,__NA__,2,2,__NA__,2,2,2,2,1,2,2,12,Non Denominational,,4,1,0.741
968,11,5,1,1972,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,5,,5,,,5,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,25,25,25,15,0,0,0,5,0,0,5,3,2,1,6,__NA__,1,2,__NA__,3,__NA__,8,3,4,3,2,2,2,2,2,2,2,1,__NA__,2,2,1,2,5,3,2,2,__NA__,2,2,2,2,1,1,1,1,__NA__,97,7,__NA__,2,2,2,2,1,2,2,1,__NA__,1,2,6,0.338
969,26,3,1,1996,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,6,4,3,,,,1,,,,,5,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,,,,,,,,1,,1,,,,,1,,,,1,,1,,1,1,1,1,10,16,5,7,13,0,8,6,4,1,0,9,3,10,6,2,0,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,1,1,1,2,2,2,2,1,2,2,__NA__,2,1,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,5,1,__NA__,16,8,__NA__,2,2,2,2,1,2,1,11,__NA__,2,6,5,0.5804
970,8,8,1,1990,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,3,,,,,1,,,,2,,,,,,,,,,,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,1,1,5,,1,1,,,,1,,,,,,,,,,,,,,30,10,11,14,14,0,0,0,0,0,0,5,0,8,8,0,0,2,4,1,1,__NA__,1,1,__NA__,3,__NA__,3,3,1,1,2,2,2,2,2,2,2,1,__NA__,1,2,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,5,2,__NA__,97,1,__NA__,2,2,2,2,1,2,2,1,__NA__,2,4,6,0.6162
971,40,7,1,1992,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,,3,7,6,,2,,8,,,5,,,,4,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15,15,32,0,6,11,8,0,0,13,0,0,0,0,0,2,4,1,1,__NA__,2,,__NA__,1,__NA__,1,1,2,1,2,2,2,2,2,2,2,1,__NA__,2,2,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,5,1,__NA__,11,1,__NA__,2,2,2,2,1,2,1,9,__NA__,2,6,4,0.5591
972,51,5,1,1989,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,4,1,2,,,,,3,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,11,19,10,6,21,0,0,0,0,0,8,11,2,4,8,0,0,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,1,1,2,1,1,2,1,1,2,2,__NA__,2,1,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,1,1,__NA__,10,1,__NA__,2,2,2,2,1,2,1,1,__NA__,2,2,4,0.918
973,36,2,1,1991,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,,8,3,5,9,,1,,2,,10,6,,,,4,,,,11,7,,,,,,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,10,10,5,10,10,0,5,5,5,5,0,5,5,10,5,0,10,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,2,1,2,1,1,2,1,1,2,2,__NA__,2,1,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,5,1,__NA__,6,1,__NA__,1,2,1,2,2,2,1,2,__NA__,2,3,2,0.4922
974,36,2,1,1994,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,1,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,,4,36,5,0,0,0,0,0,4,0,0,5,12,0,16,9,9,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,1,1,2,1,1,2,1,1,2,2,__NA__,2,1,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,5,1,__NA__,4,1,__NA__,2,2,2,2,1,2,2,11,__NA__,2,6,2,0.4922
975,6,9,1,1987,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,5,3,2,2,1,2,1,1,2,2,__NA__,2,1,2,1,2,1,1,1,__NA__,1,1,1,2,1,1,1,3,__NA__,4,1,__NA__,2,2,2,2,1,2,1,12,Independent Baptist,,1,2,1.0402
976,36,2,1,1988,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,__NA__,1,2,__NA__,2,__NA__,7,2,1,1,1,2,2,1,2,2,2,2,__NA__,2,1,2,1,5,3,2,3,__NA__,3,3,2,1,1,1,1,1,__NA__,10,2,__NA__,1,2,2,2,2,2,1,1,__NA__,2,2,4,0.6913
977,36,2,1,1995,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,,,,2,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,1,1,,,,,,,,,,,3,1,,,,,,,,,,,0,0,6,10,7,3,0,9,10,10,5,15,7,0,10,0,8,2,4,1,1,__NA__,1,1,__NA__,4,socialist,3,3,1,1,2,2,2,2,2,2,2,1,__NA__,2,1,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,5,1,__NA__,4,1,__NA__,2,2,2,1,2,2,1,9,__NA__,2,6,2,0.4922
978,12,5,1,1967,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,__NA__,1,1,__NA__,2,__NA__,7,2,4,3,2,2,1,2,1,2,2,2,__NA__,2,1,2,2,5,3,2,3,__NA__,3,3,2,1,1,1,1,2,__NA__,9,1,__NA__,2,2,2,2,1,2,1,2,__NA__,2,4,3,0.6097
979,6,9,1,2000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,7,__NA__,2,,__NA__,5,__NA__,8,3,6,2,2,2,2,2,2,2,2,1,__NA__,2,1,3,2,5,3,2,1,__NA__,1,1,1,1,2,2,1,1,__NA__,9,1,__NA__,2,2,2,2,2,1,2,11,__NA__,2,5,3,0.202
980,36,2,1,1985,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,,,4,8,,,,,6,2,5,7,,,,,,1,9,,,10,,,3,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,,,,,,,,2,,,,,,,,,,1,,,,,,,2,1,7,5,9,7,7,5,3,2,4,6,8,17,3,3,8,3,3,1,1,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,1,1,2,1,2,1,1,2,2,2,__NA__,2,1,1,1,5,3,2,3,__NA__,3,3,2,1,1,1,1,1,__NA__,8,1,__NA__,2,2,1,2,2,2,1,2,__NA__,1,3,3,0.7854
981,42,2,1,1991,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,,,,,2,,,,,3,,,,4,,,,,,,,,,,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,2,2,1,25,25,0,0,0,0,0,0,32,3,0,5,0,5,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,1,1,2,2,1,2,2,2,2,2,__NA__,2,1,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,5,1,__NA__,6,1,__NA__,2,2,2,2,1,2,1,9,__NA__,2,6,2,0.4922
982,28,6,1,1987,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,6,2,6,2,2,2,2,2,2,2,2,1,__NA__,2,2,2,1,2,1,1,1,__NA__,1,1,1,2,1,1,1,4,__NA__,3,1,__NA__,2,2,2,2,1,2,4,1,__NA__,1,1,1,0.9438
983,49,8,1,1994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,__NA__,1,2,__NA__,2,__NA__,7,2,5,3,2,2,2,2,2,2,2,1,__NA__,2,1,2,2,5,3,2,1,__NA__,1,1,1,2,2,2,1,2,__NA__,8,1,__NA__,2,2,2,2,1,2,1,3,__NA__,2,2,3,0.3083
984,48,7,1,1980,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,__NA__,1,2,__NA__,2,__NA__,6,2,4,3,2,2,2,2,1,2,2,2,__NA__,2,2,2,1,2,1,1,1,__NA__,1,1,1,2,2,2,6,1,__NA__,4,1,__NA__,2,2,2,2,1,2,1,9,__NA__,2,6,2,0.397
985,39,3,1,1986,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,,__NA__,2,,__NA__,5,__NA__,8,3,6,2,2,2,2,2,2,2,2,1,__NA__,2,2,3,1,2,1,1,1,__NA__,1,1,1,2,1,1,3,4,__NA__,4,1,__NA__,2,2,2,2,1,2,3,11,__NA__,,5,2,0.7692
986,20,4,1,1991,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,0,0,0,23,19,0,4,4,4,0,0,17,13,0,16,0,0,2,4,1,1,__NA__,1,1,__NA__,3,__NA__,3,3,3,2,2,2,2,2,2,2,2,1,__NA__,1,2,1,2,5,3,2,1,__NA__,1,1,1,2,2,2,1,2,__NA__,10,1,__NA__,2,2,2,2,1,2,2,11,__NA__,2,6,4,0.5804
987,34,2,1,1982,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,__NA__,1,1,__NA__,3,__NA__,3,3,3,2,2,2,2,2,2,2,2,1,__NA__,2,4,1,1,5,3,2,2,__NA__,2,2,2,2,1,1,3,1,__NA__,97,1,__NA__,2,2,2,2,1,2,2,9,__NA__,2,6,6,3.9368
988,17,3,1,1978,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,__NA__,2,,__NA__,1,__NA__,1,1,1,1,2,2,2,2,2,1,2,2,__NA__,2,1,1,1,5,3,2,1,__NA__,1,1,1,1,1,1,1,4,__NA__,5,1,__NA__,2,2,2,2,1,2,1,1,__NA__,1,1,2,0.8153
989,25,1,1,1992,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,4,13,8,8,1,6,3,4,9,7,8,8,6,5,4,3,3,2,5,1,1,__NA__,1,1,__NA__,3,__NA__,3,3,1,1,1,1,2,1,2,1,2,2,__NA__,2,1,1,1,5,3,2,3,__NA__,3,3,2,1,1,1,1,2,__NA__,7,1,__NA__,2,2,2,2,2,1,1,2,__NA__,1,1,3,0.793
990,53,9,1,1980,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,3,,2,,,,,,,,,1,,,,,,,,,,,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,,5,1,5,,,,5,5,5,5,,5,5,5,,5,5,,5,5,5,5,5,5,5,6,7,25,5,3,3,3,4,0,0,1,0,17,0,0,11,15,2,3,1,1,__NA__,1,1,__NA__,1,__NA__,2,1,3,2,2,1,2,2,2,2,2,2,__NA__,2,1,1,2,5,3,2,2,__NA__,2,2,2,2,2,2,5,2,__NA__,97,1,__NA__,2,2,2,2,1,2,1,1,__NA__,2,3,6,1.2264
991,22,7,1,1979,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,__NA__,1,6,__NA__,5,__NA__,4,3,6,2,2,2,2,2,2,2,2,1,__NA__,2,3,3,2,2,1,1,2,__NA__,2,2,2,1,1,1,3,1,__NA__,1,2,__NA__,2,2,2,2,1,2,7,12,__NA__,2,7,1,0.6108
992,29,4,1,1996,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,30,36,5,28,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,4,__NA__,1,2,__NA__,1,__NA__,1,1,1,1,2,2,1,2,2,2,2,2,__NA__,2,1,1,2,2,1,1,1,__NA__,1,1,1,2,1,1,1,2,__NA__,2,1,__NA__,1,2,2,2,2,2,1,2,__NA__,1,5,1,1.0321
